C6H12OOH           SDT18 H 13 O  2 C  6     G    300.00   5000.00 1580.00      1
+2.38585133E+01+2.77013325E-02-9.38108395E-06+1.44759797E-09-8.36580034E-14    2
-1.86382187E+04-9.08833449E+01+2.76568020E+00+7.07996225E-02-3.98934090E-05    3
+9.66889859E-09-6.06582371E-13-1.07691276E+04+2.44649496E+01                   4
